Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2012/2013,Quebec,Medicine,v62427220,6.13,2762.00000000
2013/2014,Quebec,Medicine,v62427220,6.13,2813.00000000
2014/2015,Quebec,Medicine,v62427220,6.13,2873.00000000
2015/2016,Quebec,Medicine,v62427220,6.13,2936.00000000
2016/2017,Quebec,Medicine,v62427220,6.13,3077.00000000
2007/2008,Quebec,Nursing,v62427221,6.14,1822.00000000
2008/2009,Quebec,Nursing,v62427221,6.14,1936.00000000
2009/2010,Quebec,Nursing,v62427221,6.14,2081.00000000
2010/2011,Quebec,Nursing,v62427221,6.14,2183.00000000
2011/2012,Quebec,Nursing,v62427221,6.14,2285.00000000
2012/2013,Quebec,Nursing,v62427221,6.14,2309.00000000
2013/2014,Quebec,Nursing,v62427221,6.14,2367.00000000
2014/2015,Quebec,Nursing,v62427221,6.14,2424.00000000
2015/2016,Quebec,Nursing,v62427221,6.14,2504.00000000
2016/2017,Quebec,Nursing,v62427221,6.14,2547.00000000
2007/2008,Quebec,Pharmacy,v62427222,6.15,1903.00000000
2008/2009,Quebec,Pharmacy,v62427222,6.15,1984.00000000
2009/2010,Quebec,Pharmacy,v62427222,6.15,2079.00000000
2010/2011,Quebec,Pharmacy,v62427222,6.15,2181.00000000
2011/2012,Quebec,Pharmacy,v62427222,6.15,2283.00000000
2012/2013,Quebec,Pharmacy,v62427222,6.15,2278.00000000
2013/2014,Quebec,Pharmacy,v62427222,6.15,2336.00000000
2014/2015,Quebec,Pharmacy,v62427222,6.15,2379.00000000
2015/2016,Quebec,Pharmacy,v62427222,6.15,2453.00000000
2016/2017,Quebec,Pharmacy,v62427222,6.15,2493.00000000
2007/2008,Quebec,Veterinary medicine,v62427223,6.16,1905.00000000
2008/2009,Quebec,Veterinary medicine,v62427223,6.16,1977.00000000
2009/2010,Quebec,Veterinary medicine,v62427223,6.16,2062.00000000
2010/2011,Quebec,Veterinary medicine,v62427223,6.16,2164.00000000
2011/2012,Quebec,Veterinary medicine,v62427223,6.16,2266.00000000
2012/2013,Quebec,Veterinary medicine,v62427223,6.16,2249.00000000
2013/2014,Quebec,Veterinary medicine,v62427223,6.16,2300.00000000
2014/2015,Quebec,Veterinary medicine,v62427223,6.16,2345.00000000
2015/2016,Quebec,Veterinary medicine,v62427223,6.16,2419.00000000
2016/2017,Quebec,Veterinary medicine,v62427223,6.16,2457.00000000
2006/2007,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,1903.00000000
2007/2008,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2201.00000000
2008/2009,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2343.00000000
2009/2010,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2444.00000000
2010/2011,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2553.00000000
2011/2012,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2668.00000000
2012/2013,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2618.00000000
2013/2014,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2725.00000000
2014/2015,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2808.00000000
2015/2016,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2876.00000000
2016/2017,Quebec,"Other health, parks, recreation and fitness",v62427224,6.17,2930.00000000
2006/2007,Ontario,Education,v62427233,7.1,4550.00000000
2007/2008,Ontario,Education,v62427233,7.1,4936.00000000
2008/2009,Ontario,Education,v62427233,7.1,5130.00000000
2009/2010,Ontario,Education,v62427233,7.1,5273.00000000
2010/2011,Ontario,Education,v62427233,7.1,5533.00000000
2011/2012,Ontario,Education,v62427233,7.1,5655.00000000
2012/2013,Ontario,Education,v62427233,7.1,6096.00000000
2013/2014,Ontario,Education,v62427233,7.1,6278.00000000
2014/2015,Ontario,Education,v62427233,7.1,6481.00000000
2015/2016,Ontario,Education,v62427233,7.1,6658.00000000
2016/2017,Ontario,Education,v62427233,7.1,6718.00000000
2006/2007,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,4674.00000000
2007/2008,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,4896.00000000
2008/2009,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5180.00000000
2009/2010,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5401.00000000
2010/2011,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5689.00000000
2011/2012,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,5594.00000000
2012/2013,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6032.00000000
2013/2014,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6216.00000000
2014/2015,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6276.00000000
2015/2016,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6529.00000000
2016/2017,Ontario,"Visual and performing arts, and communications technologies",v62427242,7.2,6723.00000000
2006/2007,Ontario,Humanities,v62427243,7.3,4431.00000000
2007/2008,Ontario,Humanities,v62427243,7.3,4616.00000000
2008/2009,Ontario,Humanities,v62427243,7.3,4775.00000000
2009/2010,Ontario,Humanities,v62427243,7.3,4986.00000000
2010/2011,Ontario,Humanities,v62427243,7.3,5209.00000000
2011/2012,Ontario,Humanities,v62427243,7.3,5448.00000000
2012/2013,Ontario,Humanities,v62427243,7.3,5688.00000000
2013/2014,Ontario,Humanities,v62427243,7.3,5865.00000000
2014/2015,Ontario,Humanities,v62427243,7.3,6048.00000000
2015/2016,Ontario,Humanities,v62427243,7.3,6234.00000000
2016/2017,Ontario,Humanities,v62427243,7.3,6413.00000000
2006/2007,Ontario,Social and behavioural sciences,v62427244,7.4,4434.00000000
2007/2008,Ontario,Social and behavioural sciences,v62427244,7.4,4585.00000000
2008/2009,Ontario,Social and behavioural sciences,v62427244,7.4,4779.00000000
2009/2010,Ontario,Social and behavioural sciences,v62427244,7.4,4976.00000000
2010/2011,Ontario,Social and behavioural sciences,v62427244,7.4,5199.00000000
2011/2012,Ontario,Social and behavioural sciences,v62427244,7.4,5431.00000000
2012/2013,Ontario,Social and behavioural sciences,v62427244,7.4,5675.00000000
2013/2014,Ontario,Social and behavioural sciences,v62427244,7.4,5852.00000000
2014/2015,Ontario,Social and behavioural sciences,v62427244,7.4,6031.00000000
2015/2016,Ontario,Social and behavioural sciences,v62427244,7.4,6211.00000000
2016/2017,Ontario,Social and behavioural sciences,v62427244,7.4,6390.00000000
2006/2007,Ontario,"Law, legal professions and studies",v62427245,7.5,10476.00000000
2007/2008,Ontario,"Law, legal professions and studies",v62427245,7.5,10962.00000000
2008/2009,Ontario,"Law, legal professions and studies",v62427245,7.5,10747.00000000
2009/2010,Ontario,"Law, legal professions and studies",v62427245,7.5,11313.00000000
2010/2011,Ontario,"Law, legal professions and studies",v62427245,7.5,12134.00000000
2011/2012,Ontario,"Law, legal professions and studies",v62427245,7.5,14872.00000000
2012/2013,Ontario,"Law, legal professions and studies",v62427245,7.5,13416.00000000
2013/2014,Ontario,"Law, legal professions and studies",v62427245,7.5,14182.00000000
2014/2015,Ontario,"Law, legal professions and studies",v62427245,7.5,15147.00000000
2015/2016,Ontario,"Law, legal professions and studies",v62427245,7.5,15479.00000000
2016/2017,Ontario,"Law, legal professions and studies",v62427245,7.5,16253.00000000
2006/2007,Ontario,"Business, management and public administration",v62427246,7.6,5264.00000000
2007/2008,Ontario,"Business, management and public administration",v62427246,7.6,6083.00000000
2008/2009,Ontario,"Business, management and public administration",v62427246,7.6,6419.00000000
2009/2010,Ontario,"Business, management and public administration",v62427246,7.6,6911.00000000
2010/2011,Ontario,"Business, management and public administration",v62427246,7.6,7317.00000000
2011/2012,Ontario,"Business, management and public administration",v62427246,7.6,8448.00000000
2012/2013,Ontario,"Business, management and public administration",v62427246,7.6,8469.00000000
2013/2014,Ontario,"Business, management and public administration",v62427246,7.6,8780.00000000
2014/2015,Ontario,"Business, management and public administration",v62427246,7.6,8994.00000000
2015/2016,Ontario,"Business, management and public administration",v62427246,7.6,9218.00000000
2016/2017,Ontario,"Business, management and public administration",v62427246,7.6,9610.00000000
2006/2007,Ontario,Physical and life sciences and technologies,v62427247,7.7,4421.00000000
2007/2008,Ontario,Physical and life sciences and technologies,v62427247,7.7,4893.00000000
2008/2009,Ontario,Physical and life sciences and technologies,v62427247,7.7,5089.00000000
2009/2010,Ontario,Physical and life sciences and technologies,v62427247,7.7,5323.00000000
2010/2011,Ontario,Physical and life sciences and technologies,v62427247,7.7,5572.00000000
2011/2012,Ontario,Physical and life sciences and technologies,v62427247,7.7,5907.00000000
2012/2013,Ontario,Physical and life sciences and technologies,v62427247,7.7,6052.00000000
2013/2014,Ontario,Physical and life sciences and technologies,v62427247,7.7,6246.00000000
2014/2015,Ontario,Physical and life sciences and technologies,v62427247,7.7,6596.00000000
2015/2016,Ontario,Physical and life sciences and technologies,v62427247,7.7,6846.00000000
2016/2017,Ontario,Physical and life sciences and technologies,v62427247,7.7,7074.00000000
2006/2007,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,5340.00000000
2007/2008,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,5481.00000000
2008/2009,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,5891.00000000
2009/2010,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,6235.00000000
2010/2011,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,6601.00000000
2011/2012,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7186.00000000
2012/2013,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7284.00000000
2013/2014,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7613.00000000
2014/2015,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,7971.00000000
2015/2016,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,8230.00000000
2016/2017,Ontario,"Mathematics, computer and information sciences",v62427248,7.8,8555.00000000
2006/2007,Ontario,Engineering,v62427249,7.9,6768.00000000
2007/2008,Ontario,Engineering,v62427249,7.9,6983.00000000
2008/2009,Ontario,Engineering,v62427249,7.9,7326.00000000
2009/2010,Ontario,Engineering,v62427249,7.9,7766.00000000
2010/2011,Ontario,Engineering,v62427249,7.9,8335.00000000
2011/2012,Ontario,Engineering,v62427249,7.9,9197.00000000
2012/2013,Ontario,Engineering,v62427249,7.9,9376.00000000
2013/2014,Ontario,Engineering,v62427249,7.9,9975.00000000
2014/2015,Ontario,Engineering,v62427249,7.9,10399.00000000
2015/2016,Ontario,Engineering,v62427249,7.9,11003.00000000
2016/2017,Ontario,Engineering,v62427249,7.9,11598.00000000
2006/2007,Ontario,Architecture and related technologies,v62427234,7.10,5098.00000000
2007/2008,Ontario,Architecture and related technologies,v62427234,7.10,5388.00000000
2008/2009,Ontario,Architecture and related technologies,v62427234,7.10,5810.00000000
2009/2010,Ontario,Architecture and related technologies,v62427234,7.10,6269.00000000
2010/2011,Ontario,Architecture and related technologies,v62427234,7.10,6761.00000000
2011/2012,Ontario,Architecture and related technologies,v62427234,7.10,7170.00000000
2012/2013,Ontario,Architecture and related technologies,v62427234,7.10,7140.00000000
2013/2014,Ontario,Architecture and related technologies,v62427234,7.10,7255.00000000
2014/2015,Ontario,Architecture and related technologies,v62427234,7.10,7706.00000000
2015/2016,Ontario,Architecture and related technologies,v62427234,7.10,8061.00000000
2016/2017,Ontario,Architecture and related technologies,v62427234,7.10,8400.00000000
2006/2007,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4386.00000000
2007/2008,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4542.00000000
2008/2009,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,4969.00000000
2009/2010,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5284.00000000
2010/2011,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5385.00000000
2011/2012,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5645.00000000
2012/2013,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5778.00000000
2013/2014,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,5971.00000000
2014/2015,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6146.00000000
2015/2016,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6323.00000000
2016/2017,Ontario,"Agriculture, natural resources and conservation",v62427235,7.11,6509.00000000
2007/2008,Ontario,Dentistry,v62427236,7.12,19948.00000000
2008/2009,Ontario,Dentistry,v62427236,7.12,20966.00000000
2009/2010,Ontario,Dentistry,v62427236,7.12,22639.00000000
2010/2011,Ontario,Dentistry,v62427236,7.12,24450.00000000
2011/2012,Ontario,Dentistry,v62427236,7.12,26406.00000000
2012/2013,Ontario,Dentistry,v62427236,7.12,28523.00000000
2013/2014,Ontario,Dentistry,v62427236,7.12,30339.00000000
2014/2015,Ontario,Dentistry,v62427236,7.12,32282.00000000
2015/2016,Ontario,Dentistry,v62427236,7.12,34400.00000000
2016/2017,Ontario,Dentistry,v62427236,7.12,36636.00000000
2006/2007,Ontario,Medicine,v62427237,7.13,15297.00000000
2007/2008,Ontario,Medicine,v62427237,7.13,16003.00000000
2008/2009,Ontario,Medicine,v62427237,7.13,16540.00000000
2009/2010,Ontario,Medicine,v62427237,7.13,17380.00000000
2010/2011,Ontario,Medicine,v62427237,7.13,18400.00000000
2011/2012,Ontario,Medicine,v62427237,7.13,19462.00000000
2012/2013,Ontario,Medicine,v62427237,7.13,20681.00000000
2013/2014,Ontario,Medicine,v62427237,7.13,21637.00000000
2014/2015,Ontario,Medicine,v62427237,7.13,22728.00000000
2015/2016,Ontario,Medicine,v62427237,7.13,23770.00000000
2016/2017,Ontario,Medicine,v62427237,7.13,24810.00000000
2007/2008,Ontario,Nursing,v62427238,7.14,4625.00000000
2008/2009,Ontario,Nursing,v62427238,7.14,4803.00000000
2009/2010,Ontario,Nursing,v62427238,7.14,5011.00000000
2010/2011,Ontario,Nursing,v62427238,7.14,5235.00000000
2011/2012,Ontario,Nursing,v62427238,7.14,5498.00000000
2012/2013,Ontario,Nursing,v62427238,7.14,5678.00000000
2013/2014,Ontario,Nursing,v62427238,7.14,5982.00000000
2014/2015,Ontario,Nursing,v62427238,7.14,6209.00000000
2015/2016,Ontario,Nursing,v62427238,7.14,6401.00000000
2016/2017,Ontario,Nursing,v62427238,7.14,6582.00000000
2008/2009,Ontario,Pharmacy,v62427239,7.15,19002.00000000
2009/2010,Ontario,Pharmacy,v62427239,7.15,19551.00000000
2010/2011,Ontario,Pharmacy,v62427239,7.15,22029.00000000
2011/2012,Ontario,Pharmacy,v62427239,7.15,23144.00000000
2012/2013,Ontario,Pharmacy,v62427239,7.15,23083.00000000
2013/2014,Ontario,Pharmacy,v62427239,7.15,24105.00000000
2014/2015,Ontario,Pharmacy,v62427239,7.15,25125.00000000
2015/2016,Ontario,Pharmacy,v62427239,7.15,26215.00000000
2016/2017,Ontario,Pharmacy,v62427239,7.15,18500.00000000
2007/2008,Ontario,Veterinary medicine,v62427240,7.16,5108.00000000
2008/2009,Ontario,Veterinary medicine,v62427240,7.16,5418.00000000
2009/2010,Ontario,Veterinary medicine,v62427240,7.16,5749.00000000
2010/2011,Ontario,Veterinary medicine,v62427240,7.16,6102.00000000
2011/2012,Ontario,Veterinary medicine,v62427240,7.16,6479.00000000
2012/2013,Ontario,Veterinary medicine,v62427240,7.16,6883.00000000
2013/2014,Ontario,Veterinary medicine,v62427240,7.16,7197.00000000
2014/2015,Ontario,Veterinary medicine,v62427240,7.16,7526.00000000
2015/2016,Ontario,Veterinary medicine,v62427240,7.16,7869.00000000
2016/2017,Ontario,Veterinary medicine,v62427240,7.16,8133.00000000
2006/2007,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6343.00000000
2007/2008,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,4688.00000000
2008/2009,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,4771.00000000
2009/2010,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5020.00000000
2010/2011,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5432.00000000
2011/2012,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,5691.00000000
2012/2013,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6240.00000000
2013/2014,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6588.00000000
2014/2015,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,6847.00000000
2015/2016,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,7069.00000000
2016/2017,Ontario,"Other health, parks, recreation and fitness",v62427241,7.17,7295.00000000
2006/2007,Manitoba,Education,v62427250,8.1,2911.00000000
2007/2008,Manitoba,Education,v62427250,8.1,2922.00000000
2008/2009,Manitoba,Education,v62427250,8.1,2861.00000000
2009/2010,Manitoba,Education,v62427250,8.1,2981.00000000
2010/2011,Manitoba,Education,v62427250,8.1,3129.00000000
2011/2012,Manitoba,Education,v62427250,8.1,3167.00000000
2012/2013,Manitoba,Education,v62427250,8.1,3219.00000000
2013/2014,Manitoba,Education,v62427250,8.1,3272.00000000
2014/2015,Manitoba,Education,v62427250,8.1,3352.00000000
2015/2016,Manitoba,Education,v62427250,8.1,3418.00000000
2016/2017,Manitoba,Education,v62427250,8.1,3458.00000000
2006/2007,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3527.00000000
2007/2008,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3500.00000000
2008/2009,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3236.00000000
2009/2010,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3318.00000000
2010/2011,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3489.00000000
2011/2012,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3527.00000000
2012/2013,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3512.00000000
2013/2014,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3560.00000000
2014/2015,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3626.00000000
2015/2016,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3698.00000000
2016/2017,Manitoba,"Visual and performing arts, and communications technologies",v62427258,8.2,3742.00000000
2006/2007,Manitoba,Humanities,v62427259,8.3,3136.00000000
2007/2008,Manitoba,Humanities,v62427259,8.3,2897.00000000
2008/2009,Manitoba,Humanities,v62427259,8.3,2811.00000000
2009/2010,Manitoba,Humanities,v62427259,8.3,2929.00000000
2010/2011,Manitoba,Humanities,v62427259,8.3,3084.00000000
2011/2012,Manitoba,Humanities,v62427259,8.3,3115.00000000
2012/2013,Manitoba,Humanities,v62427259,8.3,3223.00000000
2013/2014,Manitoba,Humanities,v62427259,8.3,3279.00000000
2014/2015,Manitoba,Humanities,v62427259,8.3,3360.00000000
2015/2016,Manitoba,Humanities,v62427259,8.3,3444.00000000
2016/2017,Manitoba,Humanities,v62427259,8.3,3485.00000000
2006/2007,Manitoba,Social and behavioural sciences,v62427260,8.4,2879.00000000
2007/2008,Manitoba,Social and behavioural sciences,v62427260,8.4,2874.00000000
2008/2009,Manitoba,Social and behavioural sciences,v62427260,8.4,2826.00000000
2009/2010,Manitoba,Social and behavioural sciences,v62427260,8.4,2939.00000000
2010/2011,Manitoba,Social and behavioural sciences,v62427260,8.4,3097.00000000
2011/2012,Manitoba,Social and behavioural sciences,v62427260,8.4,3127.00000000
2012/2013,Manitoba,Social and behavioural sciences,v62427260,8.4,3224.00000000
2013/2014,Manitoba,Social and behavioural sciences,v62427260,8.4,3287.00000000
2014/2015,Manitoba,Social and behavioural sciences,v62427260,8.4,3360.00000000
2015/2016,Manitoba,Social and behavioural sciences,v62427260,8.4,3448.00000000
2016/2017,Manitoba,Social and behavioural sciences,v62427260,8.4,3489.00000000
2006/2007,Manitoba,"Law, legal professions and studies",v62427261,8.5,7592.00000000
2007/2008,Manitoba,"Law, legal professions and studies",v62427261,8.5,7594.00000000
2008/2009,Manitoba,"Law, legal professions and studies",v62427261,8.5,7611.00000000
2009/2010,Manitoba,"Law, legal professions and studies",v62427261,8.5,8203.00000000
2010/2011,Manitoba,"Law, legal professions and studies",v62427261,8.5,8611.00000000
2011/2012,Manitoba,"Law, legal professions and studies",v62427261,8.5,8700.00000000
2012/2013,Manitoba,"Law, legal professions and studies",v62427261,8.5,8949.00000000
2013/2014,Manitoba,"Law, legal professions and studies",v62427261,8.5,9086.00000000
2014/2015,Manitoba,"Law, legal professions and studies",v62427261,8.5,9302.00000000
2015/2016,Manitoba,"Law, legal professions and studies",v62427261,8.5,9483.00000000
2016/2017,Manitoba,"Law, legal professions and studies",v62427261,8.5,9596.00000000
2006/2007,Manitoba,"Business, management and public administration",v62427262,8.6,3432.00000000
2007/2008,Manitoba,"Business, management and public administration",v62427262,8.6,3392.00000000
2008/2009,Manitoba,"Business, management and public administration",v62427262,8.6,3625.00000000
2009/2010,Manitoba,"Business, management and public administration",v62427262,8.6,3777.00000000
2010/2011,Manitoba,"Business, management and public administration",v62427262,8.6,3975.00000000
2011/2012,Manitoba,"Business, management and public administration",v62427262,8.6,3981.00000000
2012/2013,Manitoba,"Business, management and public administration",v62427262,8.6,3958.00000000
2013/2014,Manitoba,"Business, management and public administration",v62427262,8.6,4000.00000000
2014/2015,Manitoba,"Business, management and public administration",v62427262,8.6,3904.00000000
2015/2016,Manitoba,"Business, management and public administration",v62427262,8.6,3996.00000000
2016/2017,Manitoba,"Business, management and public administration",v62427262,8.6,4036.00000000
2006/2007,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3066.00000000
2007/2008,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3093.00000000
2008/2009,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3137.00000000
2009/2010,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3300.00000000
2010/2011,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3466.00000000
2011/2012,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3502.00000000
2012/2013,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3582.00000000
2013/2014,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3643.00000000
2014/2015,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3736.00000000
2015/2016,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3803.00000000
2016/2017,Manitoba,Physical and life sciences and technologies,v62427263,8.7,3849.00000000
2006/2007,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3166.00000000
2007/2008,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3075.00000000
2008/2009,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3117.00000000
2009/2010,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3272.00000000
2010/2011,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3439.00000000
2011/2012,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3476.00000000
2012/2013,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3577.00000000
2013/2014,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3648.00000000
2014/2015,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3724.00000000
2015/2016,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3801.00000000
2016/2017,Manitoba,"Mathematics, computer and information sciences",v62427264,8.8,3847.00000000
2006/2007,Manitoba,Engineering,v62427265,8.9,4096.00000000
2007/2008,Manitoba,Engineering,v62427265,8.9,5119.00000000
2008/2009,Manitoba,Engineering,v62427265,8.9,5081.00000000
2009/2010,Manitoba,Engineering,v62427265,8.9,5128.00000000
2010/2011,Manitoba,Engineering,v62427265,8.9,5211.00000000
2011/2012,Manitoba,Engineering,v62427265,8.9,5081.00000000
2012/2013,Manitoba,Engineering,v62427265,8.9,5102.00000000
2013/2014,Manitoba,Engineering,v62427265,8.9,5185.00000000
2014/2015,Manitoba,Engineering,v62427265,8.9,5319.00000000
2015/2016,Manitoba,Engineering,v62427265,8.9,5432.00000000
2016/2017,Manitoba,Engineering,v62427265,8.9,5497.00000000
2006/2007,Manitoba,Architecture and related technologies,v62427251,8.10,3489.00000000
2007/2008,Manitoba,Architecture and related technologies,v62427251,8.10,3482.00000000
2008/2009,Manitoba,Architecture and related technologies,v62427251,8.10,3488.00000000
2009/2010,Manitoba,Architecture and related technologies,v62427251,8.10,3643.00000000
2010/2011,Manitoba,Architecture and related technologies,v62427251,8.10,3826.00000000
2011/2012,Manitoba,Architecture and related technologies,v62427251,8.10,3785.00000000
2012/2013,Manitoba,Architecture and related technologies,v62427251,8.10,3891.00000000
2013/2014,Manitoba,Architecture and related technologies,v62427251,8.10,3952.00000000
2014/2015,Manitoba,Architecture and related technologies,v62427251,8.10,4048.00000000
2015/2016,Manitoba,Architecture and related technologies,v62427251,8.10,4124.00000000
2016/2017,Manitoba,Architecture and related technologies,v62427251,8.10,4173.00000000
2006/2007,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3305.00000000
2007/2008,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3312.00000000
2008/2009,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3325.00000000
2009/2010,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3478.00000000
2010/2011,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3639.00000000
2011/2012,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3668.00000000
2012/2013,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3761.00000000
2013/2014,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3818.00000000
2014/2015,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3933.00000000
2015/2016,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,3993.00000000
2016/2017,Manitoba,"Agriculture, natural resources and conservation",v62427252,8.11,4041.00000000
2007/2008,Manitoba,Dentistry,v62427253,8.12,11950.00000000
2008/2009,Manitoba,Dentistry,v62427253,8.12,11950.00000000
2009/2010,Manitoba,Dentistry,v62427253,8.12,12488.00000000
2010/2011,Manitoba,Dentistry,v62427253,8.12,14986.00000000
2011/2012,Manitoba,Dentistry,v62427253,8.12,17983.00000000
2012/2013,Manitoba,Dentistry,v62427253,8.12,18486.00000000
2013/2014,Manitoba,Dentistry,v62427253,8.12,18782.00000000
2014/2015,Manitoba,Dentistry,v62427253,8.12,19233.00000000
2015/2016,Manitoba,Dentistry,v62427253,8.12,19832.00000000
2016/2017,Manitoba,Dentistry,v62427253,8.12,20070.00000000
2006/2007,Manitoba,Medicine,v62427254,8.13,6550.00000000
2007/2008,Manitoba,Medicine,v62427254,8.13,6550.00000000
2008/2009,Manitoba,Medicine,v62427254,8.13,6550.00000000
2009/2010,Manitoba,Medicine,v62427254,8.13,6845.00000000
2010/2011,Manitoba,Medicine,v62427254,8.13,7187.00000000
2011/2012,Manitoba,Medicine,v62427254,8.13,7259.00000000
2012/2013,Manitoba,Medicine,v62427254,8.13,7462.00000000
2013/2014,Manitoba,Medicine,v62427254,8.13,7582.00000000
2014/2015,Manitoba,Medicine,v62427254,8.13,7764.00000000
2015/2016,Manitoba,Medicine,v62427254,8.13,8084.00000000
2016/2017,Manitoba,Medicine,v62427254,8.13,8181.00000000
2007/2008,Manitoba,Nursing,v62427255,8.14,3301.00000000
2008/2009,Manitoba,Nursing,v62427255,8.14,3460.00000000
2009/2010,Manitoba,Nursing,v62427255,8.14,3562.00000000
2010/2011,Manitoba,Nursing,v62427255,8.14,3746.00000000
2011/2012,Manitoba,Nursing,v62427255,8.14,3818.00000000
2012/2013,Manitoba,Nursing,v62427255,8.14,3931.00000000
2013/2014,Manitoba,Nursing,v62427255,8.14,4006.00000000
